Port country;Port name;Port code;Port location;Latitude;Longitude;Port salinity min;Port salinity max;Target category
SE;Sölvesborg;SESOL;SOL_fouling_plate_3_1;56.034915924072266;14.57960033416748;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_3_2;56.034915924072266;14.57960033416748;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_3_3;56.034915924072266;14.57960033416748;9.0;9.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_RAS_1;56.65681838989258;12.851683616638184;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_RAS_2;56.65831756591797;12.858366966247559;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_RAS_3;56.652034759521484;12.851096153259277;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_RAS_4;56.65282440185547;12.852620124816895;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_RAS_5;56.64936447143555;12.844024658203125;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_RAS_6;56.64967727661133;12.842488288879395;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_artificial_habitat_1;56.65681838989258;12.851683616638184;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_artificial_habitat_2;56.65141677856445;12.849528312683105;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_artificial_habitat_3;56.64936447143555;12.844024658203125;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_1_1;56.65681838989258;12.851683616638184;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_1_2;56.65681838989258;12.851683616638184;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_1_3;56.65681838989258;12.851683616638184;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_2_1;56.65141677856445;12.849528312683105;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_2_2;56.65141677856445;12.849528312683105;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_2_3;56.65141677856445;12.849528312683105;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_3_1;56.64936447143555;12.844024658203125;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_3_2;56.64936447143555;12.844024658203125;18.0;20.0;Target HELCOM
SE;Halmstad;SEHAD;HAD_fouling_plate_3_3;56.64936447143555;12.844024658203125;18.0;20.0;Target HELCOM
SE;Malmö;SE_MMA;MMA_fouling_plate_1;55.62329864501953;13.001866340637207;12.0;12.0;Target Joint
SE;Malmö;SE_MMA;MMA_fouling_plate_2;55.62329864501953;13.001866340637207;12.0;12.0;Target Joint
SE;Malmö;SE_MMA;MMA_fouling_plate_3;55.623050689697266;13.993782997131348;12.0;12.0;Target Joint
SE;Trelleborg;SE_TRG;TRG_fouling_plate_1;55.37138366699219;13.147850036621094;9.0;9.0;Target HELCOM
SE;Trelleborg;SE_TRG;TRG_fouling_plate_2;55.37161636352539;13.156883239746094;9.0;9.0;Target HELCOM
SE;Trelleborg;SE_TRG;TRG_fouling_plate_3;55.37129592895508;13.15700912475586;9.0;9.0;Target HELCOM
SE;Ystad marina;SE_YST;YST_fouling_plate_1;55.42573165893555;13.816733360290527;9.0;9.0;Target HELCOM
SE;Ystad marina;SE_YST;YST_fouling_plate_2;55.42546844482422;13.816049575805664;9.0;9.0;Target HELCOM
SE;Ystad marina;SE_YST;YST_fouling_plate_3;55.425384521484375;13.815150260925293;9.0;9.0;Target HELCOM
GE;Rostock Port;DERSK;Rostock Stadthafen Marina;54.09397888183594;12.120030403137207;2.5799999237060547;12.699999809265137;Target HELCOM
GE;Rostock Port;DERSK;Rostock Ferry Terminal;54.13614273071289;12.095861434936523;7.590000152587891;14.34000015258789;Target HELCOM
GE;Rostock Port;DERSK;Rostock Warnemünde Marina;54.18119812011719;12.088820457458496;11.420000076293945;15.579999923706055;Target HELCOM
DK;Esbjerg;DK  EBJ;Location 1;55.468143463134766;8.430268287658691;30.42608642578125;33.869564056396484;Target OSPAR
DK;Fredericia;DK  FRC ;Location 1;55.5598258972168;9.757101058959961;24.34666633605957;22.373332977294922;Target HELCOM
DK;Frederikshavn;DK  FDH ;Location 1;57.59242248535156;10.429110527038574;30.193750381469727;30.66666603088379;Target Joint
DK;København;DK  CPH ;Location 1;55.68864822387695;12.598484992980957;19.613332748413086;9.938888549804688;Target HELCOM
DK;Aarhus;DK  AAR;Location 1;56.138729095458984;10.215368270874023;21.770587921142578;22.862499237060547;Target HELCOM
SE;Kungshamn;SE_KUN;site_1;58.36245346069336;11.246696472167969;23.0;27.0;Target OSPAR
SE;Oxelösund;SE_OXE;site_1;58.661895751953125;17.10622787475586;5.0;7.0;Target HELCOM
SE;Smögen;SE_SMO;site_1;58.352882385253906;11.228455543518066;22.0;26.0;Target OSPAR
SE;Stromstad;SE  SMD ;site_1;58.935508728027344;11.168203353881836;24.0;30.0;Target OSPAR
SE;Wallhamn;SE_WAL;site_1;58.01068878173828;11.698562622070312;20.0;24.0;Target OSPAR
SE;Port of Helsingborg ;SE HEL;HG1;56.04277038574219;12.691180229187012;9.770000457763672;11.569999694824219;Target Joint
SE;Port of Helsingborg ;SE HEL;HG2;56.040409088134766;12.6885404586792;9.770000457763672;11.569999694824219;Target Joint
SE;Port of Helsingborg ;SE HEL;HG3;56.044681549072266;12.688460350036621;9.770000457763672;11.569999694824219;Target Joint
DK;Port of Helsingør;DK HLS;HR1;56.03424835205078;12.619930267333984;10.229999542236328;15.960000038146973;Target Joint
DK;Port of Helsingør;DK HLS;HR2;56.034339904785156;12.619400024414062;10.229999542236328;15.960000038146973;Target Joint
DK;Port of Helsingør;DK HLS;HR3;56.03316116333008;12.615920066833496;10.229999542236328;15.960000038146973;Target Joint
SE;Luleå port;SE_LLA ;site_1;65.54834747314453;22.236328125;2.0;3.0;Target HELCOM
SE;Piteå port;SE_PIT;site_1;65.23374938964844;21.629905700683594;3.0;5.0;Target HELCOM
SE;Skellefteå port;SE_SFT ;site_1;64.68460845947266;21.223623275756836;4.0;7.0;Target HELCOM
PL;Gdańsk;GDA;Z4;54.393001556396484;18.715999603271484;5.190000057220459;7.0;Target HELCOM
