Port country;Port name;Port code;Port location;Latitude;Longitude;Port salinity min;Port salinity max;Target category
SE;Karlshamn;SEKAN;KAN_RAS_1_2;56.15629959106445;14.828933715820312;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_RAS_2;56.158199310302734;14.860516548156738;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_RAS_3;56.14593505859375;14.85611629486084;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_RAS_4;56.166133880615234;14.86340045928955;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_RAS_5;56.166133880615234;14.86340045928955;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_artificial_habitat_1;56.158199310302734;14.860516548156738;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_artificial_habitat_2;56.153831481933594;14.827567100524902;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_artificial_habitat_3;56.15810012817383;14.82213306427002;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_1_1;56.15810012817383;14.82213306427002;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_1_2;56.15810012817383;14.82213306427002;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_1_3;56.15810012817383;14.82213306427002;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_2_1;56.153831481933594;14.827567100524902;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_2_2;56.153831481933594;14.827567100524902;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_2_3;56.153831481933594;14.827567100524902;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_3_1;56.158199310302734;14.860516548156738;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_3_2;56.158199310302734;14.860516548156738;9.0;9.0;Target HELCOM
SE;Karlshamn;SEKAN;KAN_fouling_plate_3_3;56.158199310302734;14.860516548156738;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_RAS_1;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_RAS_2;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_RAS_3;56.03419876098633;14.579791069030762;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_RAS_4;56.03419876098633;14.579791069030762;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_RAS_5;56.03478240966797;14.57961654663086;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_RAS_6;56.03478240966797;14.57961654663086;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_artificial_habitat_1;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_artificial_habitat_2;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_artificial_habitat_3;56.034915924072266;14.57960033416748;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_1_1;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_1_2;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_1_3;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_2_1;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_2_2;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
SE;Sölvesborg;SESOL;SOL_fouling_plate_2_3;56.030181884765625;14.575750350952148;9.0;9.0;Target HELCOM
